"time","biomass"
1,-0.92194008232305
2,-0.872955382109086
3,0.525677727606244
4,0.300155012944298
5,-0.706140452381712
6,1.77145496727818
7,-0.937088536486531
8,-0.230510914504606
9,0.47796696199392
10,1.62541370148501
11,0.770386493759812
12,0.801319143723463
13,-1.18946402527661
14,1.29353048759965
15,-0.878380055554532
16,-0.924783533990378
17,-1.0760242332252
18,0.351830107496234
19,-0.0630435793362224
20,-0.650445360043274
21,-1.77824607194654
22,-1.97132061592713
23,-2.29434963402549
24,-2.60354607621957
25,-1.42494722393511
26,-0.696266384880994
27,-1.97497379188679
28,0.542899990117933
29,-1.54946699579014
30,-0.668571649739542
31,0.478054630613555
32,0.29623095216441
33,0.827869792858431
34,-1.14389528979237
35,1.11885812997122
36,-0.873967691150891
37,-2.30545882045616
38,-1.80460791701979
39,-0.982106400226956
40,-1.52295614198976
41,-0.610768355207287
42,-0.903591411663283
43,-0.262091464119621
44,0.520553836839318
45,2.58378422873351
46,1.36098755736827
47,-0.188556819377157
48,-0.731112882274502
49,-1.64071473168928
50,-1.56258513436182
51,-0.508658347591809
52,0.59712682399486
53,1.1159279129652
54,0.264325980218021
55,-1.77265265490287
56,1.21554290672624
57,-1.87984437730874
58,1.2142045128234
59,0.123940748959507
60,-0.569362571502756
61,-0.105772521574567
62,1.27496817560508
63,2.84451642977012
64,3.45035822594598
65,0.322579241566832
66,-1.61490889161252
67,1.10942651588953
68,1.37891009522097
69,2.13430643845137
70,2.12616511279378
71,1.63199473939979
72,0.0485416237811613
73,-1.06612483154904
74,-0.295453557234494
75,-0.588372049101605
76,-0.390709443736173
77,-0.348089844516989
78,-1.50704296664091
79,0.594245965765067
80,-0.453866166624517
81,0.759912078280655
82,-0.398431360223983
83,-0.621255139186016
84,-1.71037811462669
85,-1.18632394718571
86,-0.584891630167468
87,-0.0111517173599998
88,0.382916447041488
89,0.424235791929627
90,0.124769161147712
91,-1.06497379815379
92,-1.53470005645163
93,-0.485691524289373
94,0.253117047958941
95,-0.731078463277659
96,-1.52778789466386
97,-0.663947970268464
98,-0.0712471180851648
99,-1.12291569305286
100,0.312951534321691
