"temperature","treatment","height","plot_id"
-0.0534830596297979,"a",12.9694059773402,"18"
-1.74427882954478,"a",8.1691156469334,"7"
1.43492746446282,"d",15.3585124028813,"16"
0.617499746382236,"a",14.972863154849,"17"
1.15171249955893,"d",15.268328815314,"3"
-1.30720842443407,"c",9.08134056759242,"5"
0.35033471044153,"c",12.7062047618309,"9"
-0.60489372164011,"b",9.05132397076163,"8"
0.714119254611433,"b",5.8328925555978,"10"
-0.769299897365272,"b",6.5528694140912,"6"
0.306762996129692,"b",5.81427866105597,"4"
-1.1462224451825,"b",6.49384205173575,"19"
1.32275976426899,"a",13.204727545087,"20"
-1.57013102155179,"c",8.78446952614371,"7"
1.7099293442443,"d",15.2350075076179,"11"
1.32525332272053,"a",11.6544978474409,"6"
1.00691540632397,"d",14.3479931431761,"19"
1.29349171929061,"b",11.970900190927,"7"
1.79247199185193,"d",17.6058791570394,"13"
-1.60698670800775,"b",4.39206020567478,"5"
-0.690992247313261,"c",9.58785402476524,"6"
0.215661426074803,"b",5.62420307763882,"10"
-0.445260147564113,"b",12.6846696184013,"17"
-0.623018705286086,"b",5.83086737826516,"11"
-1.45276759471744,"b",7.84994990645874,"7"
-1.45181330479681,"b",7.19975583340363,"1"
0.541584331542253,"d",7.80581565080729,"10"
1.17752108629793,"c",14.1982750064303,"12"
1.60585447400808,"b",11.9913457517729,"5"
-1.06900023017079,"b",5.82809939572761,"3"
0.743635921739042,"d",12.1168722930463,"9"
-0.000877348706126213,"d",11.8503595560103,"2"
1.1690610172227,"b",12.3510361244678,"12"
-0.803597034886479,"c",8.50534731556267,"7"
-1.15135855600238,"d",5.81074272906094,"19"
-0.340284489095211,"a",14.6473493971446,"17"
1.24481275584549,"a",11.4364828654696,"20"
0.124623917043209,"b",10.3549263106197,"13"
-0.9953992087394,"b",8.77161796822147,"8"
-1.20013179909438,"d",4.41025888745218,"6"
-0.640211815014482,"b",7.94249182408451,"20"
1.58878507837653,"b",14.9290394712971,"9"
-0.486518765799701,"d",9.07812999442989,"6"
0.23549463134259,"a",12.7388460355335,"3"
-0.892577341757715,"c",7.66282484618115,"15"
1.39961650781333,"c",8.75802995403007,"10"
-0.865217130631208,"c",7.69481593943101,"13"
-0.248777604661882,"d",9.95349615392255,"2"
-0.81671233009547,"a",9.98107907909931,"12"
1.88031587377191,"d",20.5056424338756,"17"
1.50820923130959,"b",11.6358574226434,"2"
-1.57295376155525,"d",5.86410721989772,"9"
0.651298508048058,"b",11.8078638520699,"18"
1.89592726249248,"c",13.8614170069343,"6"
1.12150081153959,"b",10.8730471142533,"16"
-1.56813649926335,"b",7.30837630804511,"2"
-1.14286527037621,"c",7.0786397400443,"3"
-0.304321507923305,"a",5.10762315639348,"4"
-1.46604551747441,"c",11.8578494386257,"17"
-1.35606568772346,"c",5.05463787251682,"10"
0.651089510880411,"b",10.1501356264227,"6"
-0.875845475122333,"a",11.4886530037793,"18"
-1.79834402538836,"c",3.06644732344271,"4"
-1.13504226040095,"c",11.0427115601272,"2"
1.19475732557476,"a",15.0956276706157,"19"
-0.179905483499169,"a",12.5267578759909,"2"
-0.955845026299357,"a",9.85468999045,"7"
0.275202463380992,"b",11.1846766143826,"16"
1.43531180918217,"c",15.0481064124755,"18"
0.226377824321389,"d",11.7262190458821,"2"
-0.0427876925095916,"a",10.2702996736319,"19"
-0.563997348770499,"a",12.4645577538424,"7"
1.51314658857882,"c",12.9194401489035,"7"
0.891548381187022,"c",10.5027209210391,"8"
-0.0764475110918283,"c",13.3285929321479,"12"
0.105690758675337,"a",9.89792628692968,"5"
0.530594212003052,"a",10.8863550758783,"6"
-0.900461859069765,"b",8.53191137815217,"9"
0.672831460833549,"c",10.1843827890608,"6"
1.42607351671904,"b",13.2292245869092,"5"
-1.76808653306216,"d",-0.844928805164838,"4"
-1.11018923204392,"a",8.65153574207324,"2"
0.188467959873378,"d",13.7060463743472,"1"
0.774407335557044,"b",9.878195896347,"5"
-0.232386019080877,"d",12.0913951097301,"12"
0.73065222799778,"b",11.3669541795294,"12"
-1.77342347893864,"d",4.23877945171289,"16"
0.485629757866263,"d",12.8508781379962,"7"
0.122481688857079,"a",13.6542343381655,"2"
0.619703066535294,"c",9.28155260337056,"20"
0.582349516451359,"d",12.3471778895541,"7"
-1.20917874481529,"c",11.3817293270103,"17"
1.5604471443221,"b",10.0558143025313,"6"
0.909999304451048,"d",14.5377485594362,"9"
0.88985629286617,"a",13.2956384690999,"3"
-0.335167123004794,"d",10.5996191416164,"1"
-1.8753226371482,"c",7.13684952340219,"2"
0.279482543468475,"c",9.53856380509307,"5"
0.208391580730677,"a",14.2158144334658,"8"
-1.74116456322372,"a",7.75607014270925,"6"
-0.0321441991254687,"b",7.54632514348863,"10"
1.97568992897868,"a",17.2461754024396,"9"
-1.31524886004627,"a",8.20895814391201,"3"
-0.759730191901326,"c",8.04726701992411,"14"
0.268526750616729,"d",13.6930299762123,"12"
-1.06789171788841,"b",6.97573827706896,"20"
-1.23469683062285,"c",5.00767204162192,"15"
-1.37545175757259,"d",4.57296719638092,"5"
-0.408050706610084,"c",7.6234504861496,"6"
-1.25711497850716,"d",2.77350628779669,"14"
-0.579975075088441,"a",9.86267531439711,"8"
1.88577970862389,"c",8.62001781252841,"15"
-0.0937385745346546,"c",5.45102998072544,"4"
-1.04925366304815,"d",4.93715683973104,"6"
-1.03438708931208,"b",7.57324420485584,"9"
