"rain","grp","height"
-1.20481264591217,"c",-1.06606375129115
1.87765210866928,"e",11.3580066673093
-1.49596749711782,"j",-0.60327480281708
-0.608214754611254,"f",-0.34142478557168
0.169365260750055,"g",2.04980842308656
-0.957269065082073,"i",-2.47001167863395
1.62500233482569,"h",-0.674016709250189
-0.315464990213513,"i",2.58108814416263
1.62633241619915,"b",10.1217642371195
-1.4176864027977,"d",1.23512369249903
1.00037127546966,"e",5.38284353718845
0.532622328028083,"b",5.26604779480104
-0.330953937023878,"e",-0.852480294007704
0.285061900503933,"i",4.45768686223632
1.978555675596,"h",1.54023609752815
1.77973157167435,"b",11.2465498158901
-0.829506973735988,"a",-0.945729745668295
-1.51414484903216,"d",-0.79463289649751
0.471425437368453,"c",3.16266565925414
-1.52500252891332,"f",-7.34043458841393
-0.692126813344657,"j",1.82845934773432
1.38379318173975,"i",6.59015637901964
-1.89432396180928,"b",-8.05414321715526
-0.558265187777579,"f",-1.69340050933463
1.06801493745297,"i",7.78768142037448
-0.550282213836908,"a",-0.194103544971899
0.0930797187611461,"a",1.73876336254631
1.93506520800292,"h",0.194707593446416
0.925126624293625,"a",2.74447212619038
-0.00586689729243517,"d",-0.580491452319083
0.565671119838953,"a",1.05919140122568
-1.00950975064188,"f",-5.38986520531758
1.70248162187636,"e",8.77913479741893
-0.766657333821058,"a",-1.14418047620274
0.4958785334602,"e",3.73191251105391
-1.95834800321609,"h",-0.3713456202551
1.67801950033754,"j",-0.52601844367706
-1.16214937437326,"h",-0.0639271819559812
-1.33215634617954,"b",-4.11007497200424
-1.16418625600636,"g",0.674225591402026
-1.05968619696796,"h",0.466271660217217
0.410837756469846,"f",5.29416884578689
1.26091764029115,"g",3.93925913913615
1.49635373614728,"d",0.851291108374144
1.74395621754229,"b",12.0636340316753
-1.03712898027152,"j",-0.87829092936912
0.00364032667130232,"c",-0.883430912570366
-0.0740708019584417,"d",0.437668889575622
1.00321166682988,"f",7.29326982471377
1.51228652894497,"i",7.15429067609813
1.34928694926202,"a",5.51217992741392
-1.36702141631395,"f",-8.44446367862191
1.2897392930463,"a",4.75370176327491
-0.471477832645178,"j",-1.33698235525234
0.875310462899506,"c",3.37885855347747
1.30502762086689,"h",-0.614400504669699
-1.91220601089299,"d",-2.60188936191903
0.0810646452009678,"e",2.04967618815439
-1.72112192772329,"c",-3.30309802657897
-1.85335303284228,"h",1.15823974467491
0.862195775844157,"d",0.729389247717431
-1.70422764401883,"e",-7.37081708651389
-1.2117753168568,"c",-2.48320953334706
0.654060175642371,"i",6.24407774925544
-0.460270879790187,"g",0.244732801084824
-1.69093606062233,"c",-2.74193598184947
1.20785712450743,"i",6.72508511976814
-0.129389364272356,"e",0.618886751385563
-1.085938221775,"d",-2.09122615089455
-1.40089555829763,"i",-5.08839421124928
1.29678811784834,"b",8.04830541272066
0.0081347543746233,"c",0.904507979683262
-0.508859594352543,"e",-0.813267441195971
0.6588399047032,"j",-2.32068944692602
-0.918270204216242,"g",0.33684990528728
-1.03838536329567,"h",-0.719305872973167
0.714630889706314,"a",3.58333464536791
0.0605317763984203,"j",-0.702922879150059
-1.07362046372145,"f",-5.93576899931586
-0.947624616324902,"j",1.07366971250969
0.0990084679797292,"a",2.00663863373593
-1.4977146582678,"d",-2.37793839950708
-0.703030697070062,"i",-0.105552912104758
-1.32526908162981,"a",0.063192434969161
-1.3174618575722,"e",-3.70022959483658
-0.464085295796394,"a",1.0201230076802
1.96076255664229,"b",11.803888721196
0.121511798352003,"i",4.119007791119
1.68546755705029,"e",8.020700154531
1.77081387490034,"a",3.15642054283562
0.0681401016190648,"b",2.1139915071699
-0.795629429630935,"c",-0.331695050312407
-1.67457067780197,"a",-1.95285054837588
1.44209946319461,"b",10.699207324393
-0.515107522718608,"g",0.701805128598773
-1.47986457776278,"c",-1.27007946848903
1.0646190373227,"e",6.52615155285325
-0.929091647267342,"e",-5.28198456503657
0.171387490816414,"a",2.49343485858811
0.978250600397587,"i",7.89417318982982
-0.183187685906887,"g",3.14098899404841
-0.781449377536774,"g",-1.39930500687385
-0.970516833476722,"h",-0.454029839585628
-1.75358804222196,"f",-10.0913525291391
0.451939903199673,"i",6.70339023297
